 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  7/3/2026 4:47:53 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:53 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:54 pm ::1 GET /accounts/cash-bank/deposit
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:54 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:47:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:54 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:47:54 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:54 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:54 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:55 pm ::1 GET /accounts/cash-bank/withdraw
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:55 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:47:55 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:55 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 4:47:55 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:55 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:47:56 pm ::1 GET /accounts/cash-bank/transfer
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:56 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 304 in 4 ms
 HTTP  7/3/2026 4:47:56 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:56 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:47:56 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:56 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:57 pm ::1 GET /accounts/expenses
 HTTP  7/3/2026 4:47:57 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:57 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:57 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:57 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:47:57 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:57 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:57 pm ::1 Returned 304 in 5 ms
 HTTP  7/3/2026 4:47:57 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:47:57 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:47:58 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:58 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:58 pm ::1 GET /accounts/expenses/add
 HTTP  7/3/2026 4:47:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:47:58 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:58 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:47:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:47:59 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:59 pm ::1 HEAD /
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:47:59 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:47:59 pm ::1 GET /accounts/expenses/recycle-bin
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:47:59 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:47:59 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:00 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:00 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:00 pm ::1 Returned 304 in 12 ms
 HTTP  7/3/2026 4:48:00 pm ::1 Returned 200 in 11 ms
 HTTP  7/3/2026 4:48:00 pm ::1 Returned 200 in 9 ms
 HTTP  7/3/2026 4:48:00 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:00 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:01 pm ::1 GET /accounts/loans
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:01 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:01 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:01 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:01 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:01 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:02 pm ::1 GET /accounts/loans/add
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:02 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:02 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:02 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:02 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:02 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:02 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:03 pm ::1 GET /reports
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:03 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:03 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:03 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:03 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:03 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:03 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:04 pm ::1 GET /reports/gst-summary
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:04 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:04 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:04 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:04 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:04 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:04 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:05 pm ::1 GET /reports/trial-balance
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:05 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:05 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:05 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:05 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:05 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:05 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:06 pm ::1 GET /reports/ledgers
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:06 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:06 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:06 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:06 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:06 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:06 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:07 pm ::1 GET /more
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:07 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:07 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:07 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:07 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:07 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:07 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:08 pm ::1 GET /more/settings
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:08 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:08 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:08 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:08 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 200 in 8 ms
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 200 in 6 ms
 HTTP  7/3/2026 4:48:08 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:08 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:09 pm ::1 GET /more/staff
 HTTP  7/3/2026 4:48:09 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:09 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:09 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:10 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:10 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:10 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:10 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:10 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:10 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:10 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:10 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:11 pm ::1 GET /more/operations
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:11 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:11 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:11 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:11 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:11 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:11 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:12 pm ::1 GET /more/announcements
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:12 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:12 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:12 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 304 in 3 ms
 HTTP  7/3/2026 4:48:12 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:12 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:12 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:13 pm ::1 GET /more/sync
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:13 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:13 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:13 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:13 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:13 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:13 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:14 pm ::1 GET /more/printing
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:14 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:14 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:14 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:14 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:14 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:14 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:15 pm ::1 GET /more/subscription
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:15 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 304 in 1 ms
 HTTP  7/3/2026 4:48:15 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:15 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 304 in 4 ms
 HTTP  7/3/2026 4:48:15 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:15 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:15 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:16 pm ::1 GET /more/screen-directory
 HTTP  7/3/2026 4:48:16 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:16 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:16 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:16 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:16 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:16 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:17 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:16 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:17 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:17 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:17 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:17 pm ::1 GET /legal
 HTTP  7/3/2026 4:48:17 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 4:48:17 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:17 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:18 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:18 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 4:48:18 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 4:48:18 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:18 pm ::1 GET /legal/terms
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 4:48:18 pm ::1 GET /_expo/static/js/web/entry-90d754d55e2b0ff395b17ba7c0113c04.js
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 304 in 5 ms
 HTTP  7/3/2026 4:48:18 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 4:48:18 pm ::1 Returned 304 in 2 ms
 HTTP  7/3/2026 4:48:18 pm ::1 HEAD /
 HTTP  7/3/2026 4:48:18 pm ::1 HEAD /
